,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensemblid,ensembl,entrezgene,hgnc_symbol,hgnc_biotype,chromosome_name,chromosome_start,chromosome_end,DMEM_F12 / 3373-EN-10 (raw),DMEM_F12 / 3373-EN-11 (raw),TF-NB / 3506-EN-1 (raw),TF-NB / 3506-EN-2 (raw),TF-NB / 3506-EN-3 (raw),DMEM_F12 / 3373-EN-10 (normalized),DMEM_F12 / 3373-EN-11 (normalized),TF-NB / 3506-EN-1 (normalized),TF-NB / 3506-EN-2 (normalized),TF-NB / 3506-EN-3 (normalized)
24,ENSG00000100078.3,157.6774553,3.782509598,0.301382855,12.55051353,3.95E-36,3.06E-33,ENSG00000100078,ENSG00000100078.3,50487,PLA2G3,protein_coding,22,31134807,31140508,334.4428294,376.0859803,30.93426545,24.57207013,22.35213146,218,145,43,36,46
25,ENSG00000167703.14,5177.40365,-2.405418054,0.194168927,-12.38827496,3.02E-35,2.25E-32,ENSG00000167703,ENSG00000167703.14,124935,SLC43A2,protein_coding,17,1569268,1628886,1274.871519,1623.653956,8323.475612,6844.686647,7820.330517,831,626,11570,10028,16094
26,ENSG00000172059.10,986.8656091,-2.379588336,0.193759039,-12.28117327,1.14E-34,8.17E-32,ENSG00000172059,ENSG00000172059.10,8462,KLF11,protein_coding,2,10042849,10054836,291.4868696,267.1507308,1561.101303,1390.369635,1424.219507,190,103,2170,2037,2931
27,ENSG00000157851.16,4010.258247,2.717925413,0.224368246,12.11368125,8.94E-34,6.15E-31,ENSG00000157851,ENSG00000157851.16,56896,DPYSL5,protein_coding,2,26847747,26950351,7216.601236,9111.655509,1260.391467,1464.085845,998.5571774,4704,3513,1752,2145,2055
28,ENSG00000185432.11,4704.919105,2.490415445,0.206759179,12.04500547,2.06E-33,1.37E-30,ENSG00000185432,ENSG00000185432.11,25840,METTL7A,protein_coding,12,50923472,50932510,10309.43034,8258.329388,1375.49571,1820.380862,1760.959227,6720,3184,1912,2667,3624
29,ENSG00000159307.18,14147.55402,2.374621348,0.197480743,12.02457164,2.64E-33,1.69E-30,ENSG00000159307,ENSG00000159307.18,80274,SCUBE1,protein_coding,22,43197280,43343372,25201.34109,29666.6996,4901.282571,6228.337221,4740.109618,16427,11438,6813,9125,9755
30,ENSG00000115758.12,23163.14283,-1.947727978,0.164316365,-11.85352399,2.06E-32,1.28E-29,ENSG00000115758,ENSG00000115758.12,4953,ODC1,protein_coding,2,10439968,10448327,9284.623869,7775.901855,31698.26987,34063.71478,32993.20379,6052,2998,44062,49906,67899
31,ENSG00000124134.8,366.7241823,3.46162015,0.293363361,11.79976986,3.91E-32,2.35E-29,ENSG00000124134,ENSG00000124134.8,3787,KCNS1,protein_coding,20,45091214,45101127,679.6246487,933.7307097,94.96100093,68.93830787,56.36624456,443,360,132,101,116
32,ENSG00000158014.14,760.4211529,-3.80119637,0.324852676,-11.70129309,1.26E-31,7.29E-29,ENSG00000158014,ENSG00000158014.14,7780,SLC30A2,protein_coding,1,26037252,26046118,61.36565677,116.7163387,1537.361053,1004.042088,1082.620628,40,45,2137,1471,2228
33,ENSG00000164850.14,440.7068744,2.845478974,0.248880767,11.43310111,2.86E-30,1.61E-27,ENSG00000164850,ENSG00000164850.14,2852,GPER1,protein_coding,7,1082208,1093815,834.572932,988.1983344,157.5489334,111.9394306,111.2747414,544,381,219,164,229
34,ENSG00000113722.16,423.0922198,3.435668219,0.305039777,11.26301708,2.00E-29,1.09E-26,ENSG00000113722,ENSG00000113722.16,1044,CDX1,protein_coding,5,150166778,150184558,871.3923261,985.604638,121.5788572,73.7162104,63.16906718,568,380,169,108,130
35,ENSG00000125772.12,3700.412376,-2.44834606,0.218256196,-11.21776199,3.34E-29,1.77E-26,ENSG00000125772,ENSG00000125772.12,56261,GPCPD1,protein_coding,20,5544439,5611006,1205.835155,801.4521925,5125.016444,5774.436481,5595.321605,786,309,7124,8460,11515
36,ENSG00000198796.6,548.2648946,3.135652881,0.280930084,11.16168421,6.28E-29,3.24E-26,ENSG00000198796,ENSG00000198796.6,115701,ALPK2,protein_coding,18,58481247,58629091,1032.477175,1309.81669,94.96100093,169.9568184,134.1127888,673,505,132,249,276
37,ENSG00000266074.8,2574.994268,2.350859651,0.212150841,11.08107629,1.55E-28,7.78E-26,ENSG00000266074,ENSG00000266074.8,57597,BAHCC1,protein_coding,17,81395457,81466332,4091.555165,5859.160203,961.8398352,1048.408326,914.0078105,2667,2259,1337,1536,1881
38,ENSG00000164070.11,1289.886299,-2.777641464,0.252099246,-11.0180475,3.13E-28,1.53E-25,ENSG00000164070,ENSG00000164070.11,22824,HSPA4L,protein_coding,4,127781821,127840733,352.8525264,212.6831061,1805.697821,1866.794773,2211.403267,230,82,2510,2735,4551
39,ENSG00000151067.21,937.8025195,2.93398158,0.266666201,11.00245016,3.72E-28,1.77E-25,ENSG00000151067,ENSG00000151067.21,775,CACNA1C,protein_coding,12,1970786,2697950,1983.644855,1937.491223,195.677214,228.6567637,343.5425423,1293,747,272,335,707
40,ENSG00000166415.14,277.3234006,-4.280787329,0.389708845,-10.98457831,4.53E-28,2.11E-25,ENSG00000166415,ENSG00000166415.14,256764,WDR72,protein_coding,15,53513741,53762878,24.54626271,20.74957133,394.2320342,536.4901979,410.5989367,16,8,548,786,845
41,ENSG00000007062.11,2812.534713,1.718486891,0.157220718,10.93040988,8.25E-28,3.74E-25,ENSG00000007062,ENSG00000007062.11,8842,PROM1,protein_coding,4,15963076,16084378,4959.879208,4699.777905,1395.638953,1470.91142,1536.46608,3233,1812,1940,2155,3162
42,ENSG00000063127.15,227.3589597,2.710689353,0.248983965,10.8870037,1.33E-27,5.88E-25,ENSG00000063127,ENSG00000063127.15,28968,SLC6A16,protein_coding,19,49289638,49325215,437.2303045,487.6149262,79.85356896,65.52552035,66.57047849,285,188,111,96,137
43,ENSG00000162849.15,3181.581265,2.491421321,0.228974051,10.88080202,1.42E-27,6.15E-25,ENSG00000162849,ENSG00000162849.15,55083,KIF26B,protein_coding,1,245154985,245709432,7403.766489,5153.674778,1131.618594,950.1200451,1268.726419,4826,1987,1573,1392,2611
44,ENSG00000265972.5,7941.452583,-2.232804948,0.205638606,-10.85790742,1.83E-27,7.72E-25,ENSG00000265972,ENSG00000265972.5,10628,TXNIP,protein_coding,1,145992435,145996579,2100.239603,2837.503879,10573.76357,13049.81691,11145.93895,1369,1094,14698,19119,22938
45,ENSG00000086300.15,969.1524828,-2.36826735,0.218393626,-10.84403143,2.13E-27,8.79E-25,ENSG00000086300,ENSG00000086300.15,29887,SNX10,protein_coding,7,26291862,26374383,306.8282838,243.8074631,1273.340694,1595.136886,1426.649087,200,94,1770,2337,2936
46,ENSG00000085563.14,1157.568239,3.730614274,0.345768902,10.7893285,3.87E-27,1.56E-24,ENSG00000085563,ENSG00000085563.14,5243,ABCB1,protein_coding,7,87503017,87713323,3606.766476,1592.529599,170.4981608,251.8637189,166.1832383,2351,614,237,369,342
47,ENSG00000214189.8,1205.732262,-2.437347691,0.226704123,-10.75122789,5.85E-27,2.31E-24,ENSG00000214189,ENSG00000214189.8,NA,ZNF788P,transcribed_unprocessed_pseudogene,19,12092263,12137235,309.8965667,352.7427125,1483.405939,2085.213174,1797.402919,202,136,2062,3055,3699
48,ENSG00000106624.10,1126.88257,1.873660148,0.175086021,10.7013692,1.00E-26,3.88E-24,ENSG00000106624,ENSG00000106624.10,165,AEBP1,protein_coding,7,44104345,44114562,2008.191118,1989.365151,594.2256573,510.5530128,532.077912,1309,767,826,748,1095
49,ENSG00000124920.13,2333.685492,2.322798572,0.21868057,10.62187909,2.36E-26,8.94E-24,ENSG00000124920,ENSG00000124920.13,745,MYRF,protein_coding,11,61752636,61788518,4254.174155,4723.121173,744.5805755,1099.600138,846.9514161,2773,1821,1035,1611,1743
50,ENSG00000129951.18,5644.300135,1.869582233,0.176618513,10.58542619,3.48E-26,1.29E-23,ENSG00000129951,ENSG00000129951.18,79948,PLPPR3,protein_coding,19,812488,821955,10212.77943,9796.391362,2648.836405,2463.350031,3100.143451,6657,3777,3682,3609,6380
51,ENSG00000196739.14,2001.296636,1.90210946,0.18039366,10.54421459,5.40E-26,1.97E-23,ENSG00000196739,ENSG00000196739.14,85301,COL27A1,protein_coding,9,114155537,114312511,3660.461426,3480.74059,839.5415764,978.1049028,1047.634683,2386,1342,1167,1433,2156
52,ENSG00000198342.9,416.585175,-2.583921036,0.246215928,-10.49453242,9.15E-26,3.27E-23,ENSG00000198342,ENSG00000198342.9,79973,ZNF442,protein_coding,19,12345944,12365905,115.0606064,90.77937455,589.9092482,666.1761236,621.000522,75,35,820,976,1278
53,ENSG00000164161.9,300.1737172,2.978914973,0.284670099,10.46444634,1.26E-25,4.41E-23,ENSG00000164161,ENSG00000164161.9,64399,HHIP,protein_coding,4,144646156,144745271,635.1345475,625.0808362,72.65955374,105.7964131,62.19723538,414,241,101,155,128
54,ENSG00000041982.15,16146.24509,1.976338346,0.189670988,10.41982419,2.01E-25,6.93E-23,ENSG00000041982,ENSG00000041982.15,3371,TNC,protein_coding,9,115019575,115118257,27947.45423,30504.46355,6917.765037,6644.697298,8716.845355,18217,11761,9616,9735,17939
55,ENSG00000274627.1,399.7177544,2.640976651,0.253670408,10.41105533,2.21E-25,7.46E-23,ENSG00000274627,ENSG00000274627.1,NA,NA,NA,NA,NA,NA,889.8020231,721.0476036,145.3191075,101.0185105,141.4015273,580,278,202,148,291
56,ENSG00000130822.15,324.0903249,-3.292461171,0.317180986,-10.38038634,3.05E-25,1.01E-22,ENSG00000130822,ENSG00000130822.15,139728,PNCK,protein_coding,X,153669733,153689010,61.36565677,38.90544624,551.7809675,544.6808879,423.718666,40,15,767,798,872
57,ENSG00000196154.11,242.170751,2.82747881,0.272740312,10.36692666,3.51E-25,1.14E-22,ENSG00000196154,ENSG00000196154.11,6275,S100A4,protein_coding,1,153543613,153550136,495.5276784,503.1771047,84.88937962,72.35109539,54.90849686,323,194,118,106,113
58,ENSG00000018236.14,3072.250176,-2.195535043,0.212829832,-10.31591774,5.97E-25,1.91E-22,ENSG00000018236,ENSG00000018236.14,1272,CNTN1,protein_coding,12,40692439,41072415,966.5090941,985.604638,3557.440527,4998.3686,4853.328023,630,380,4945,7323,9988
59,ENSG00000198885.9,295.0216957,2.53857881,0.247536965,10.25535239,1.12E-24,3.47E-22,ENSG00000198885,ENSG00000198885.9,150771,ITPRIPL1,protein_coding,2,96325317,96330517,536.9494967,635.4556219,97.83860702,117.3998906,87.46486225,350,245,136,172,180
60,ENSG00000168772.10,1564.597841,-1.841983474,0.179608943,-10.25552204,1.12E-24,3.47E-22,ENSG00000168772,ENSG00000168772.10,80319,CXXC4,protein_coding,4,104468308,104494901,582.9737393,645.8304075,2249.56856,2315.91761,2028.698888,380,249,3127,3393,4175
61,ENSG00000142694.6,668.2012075,-2.235901886,0.219244977,-10.1981898,2.02E-24,6.15E-22,ENSG00000142694,ENSG00000142694.6,55194,EVA1B,protein_coding,1,36322031,36324154,193.3018188,223.0578918,1044.57101,865.4829147,1014.592402,126,86,1452,1268,2088
62,ENSG00000182836.9,1263.340328,-3.174542336,0.312353311,-10.16330616,2.89E-24,8.66E-22,ENSG00000182836,ENSG00000182836.9,345557,PLCXD3,protein_coding,5,41306952,41510628,177.9604046,259.3696416,2118.637483,2459.937243,1300.796868,116,100,2945,3604,2677
63,ENSG00000160963.13,15387.26567,1.526688025,0.150270514,10.15959811,3.00E-24,8.85E-22,ENSG00000160963,ENSG00000160963.13,136227,COL26A1,protein_coding,7,101362875,101559024,25205.94352,25389.69421,9286.034848,8331.979448,8722.676346,16430,9789,12908,12207,17951
64,ENSG00000144227.4,682.6064647,2.147804497,0.212777576,10.09412992,5.86E-24,1.70E-21,ENSG00000144227,ENSG00000144227.4,11249,NXPH2,protein_coding,2,138669157,138780390,1297.883641,1252.755369,238.8413054,298.9601866,324.5918221,846,483,332,438,668
65,ENSG00000224940.8,1319.838034,2.142991888,0.212846669,10.06824252,7.63E-24,2.18E-21,ENSG00000224940,ENSG00000224940.8,401399,PRRT4,protein_coding,7,128350325,128361685,2098.705461,2829.72279,502.1422625,551.506463,617.1131948,1368,1091,698,808,1270
66,ENSG00000178568.14,1082.631866,2.063411298,0.206318263,10.00110834,1.51E-23,4.24E-21,ENSG00000178568,ENSG00000178568.14,2066,ERBB4,protein_coding,2,211375717,212538841,2055.749502,1927.116437,423.7274966,565.8401706,440.7257226,1340,743,589,829,907
67,ENSG00000144406.18,246.2631963,-3.515685267,0.351840414,-9.992272424,1.65E-23,4.57E-21,ENSG00000144406,ENSG00000144406.18,285175,UNC80,protein_coding,2,209771832,209999300,24.54626271,46.68653548,393.5126326,346.7392119,419.8313388,16,18,547,508,864
68,ENSG00000207751.3,246.1124414,2.475395703,0.248494422,9.961574518,2.24E-23,6.13E-21,ENSG00000207751,ENSG00000207751.3,NA,,lncRNA,22,21652270,21670237,435.696163,534.3014617,92.08339484,77.12899792,91.35218946,284,206,128,113,188
69,ENSG00000134824.13,20361.44166,1.916689168,0.193234052,9.919003126,3.44E-23,9.27E-21,ENSG00000134824,ENSG00000134824.13,9415,FADS2,protein_coding,11,61792980,61867354,30997.32737,41864.85385,10350.7491,9191.319345,9402.958608,20205,16141,14388,13466,19351
70,ENSG00000118194.18,903.2010076,1.905939744,0.192319739,9.91026587,3.76E-23,9.97E-21,ENSG00000118194,ENSG00000118194.18,7139,TNNT2,protein_coding,1,201359008,201377764,1543.346268,1683.308974,391.3544281,414.9949622,483.000406,1006,649,544,608,994
71,ENSG00000223547.9,1301.380405,-2.221869102,0.225079581,-9.871482305,5.53E-23,1.45E-20,ENSG00000223547,ENSG00000223547.9,284391,ZNF844,protein_coding,19,12064731,12081565,474.0496985,334.5868376,1684.118963,1922.764488,2091.38204,309,129,2341,2817,4304
72,ENSG00000104783.11,2564.940349,1.748940331,0.178058843,9.822260425,9.03E-23,2.33E-20,ENSG00000104783,ENSG00000104783.11,3783,KCNN4,protein_coding,19,43766533,43781257,4119.16971,4749.058137,1455.349279,1229.968622,1271.155998,2685,1831,2023,1802,2616
73,ENSG00000224189.6,436.4356607,-2.654435131,0.270507213,-9.812807218,9.92E-23,2.52E-20,ENSG00000224189,ENSG00000224189.6,401022,HAGLR,lncRNA,2,176164051,176188958,92.04848515,119.3100351,774.7954394,609.5238508,586.500493,60,46,1077,893,1207
74,ENSG00000185811.16,441.0040643,-2.190666114,0.223521796,-9.800682341,1.12E-22,2.81E-20,ENSG00000185811,ENSG00000185811.16,10320,IKZF1,protein_coding,7,50304068,50405101,136.5385863,145.2469993,625.1599228,670.2714686,627.8033446,89,56,869,982,1292
75,ENSG00000149294.16,5738.802364,2.798010549,0.28629729,9.773094764,1.47E-22,3.64E-20,ENSG00000149294,ENSG00000149294.16,4684,NCAM1,protein_coding,11,112961247,113278436,13729.03156,9874.202255,1123.705178,2086.578289,1880.494538,8949,3807,1562,3057,3870
76,ENSG00000143867.6,504.3027074,-3.241667243,0.332435171,-9.751276403,1.82E-22,4.45E-20,ENSG00000143867,ENSG00000143867.6,130497,OSR1,protein_coding,2,19351485,19358623,67.50222244,101.1541602,997.8099113,793.8143768,561.2328661,44,39,1387,1163,1155
77,ENSG00000260077.1,275.5601137,-2.9769223,0.309163677,-9.628952305,6.03E-22,1.46E-19,ENSG00000260077,ENSG00000260077.1,NA,,lncRNA,2,10039092,10040663,55.22909109,51.87392832,492.7900427,365.850822,412.0566844,36,20,685,536,848
78,ENSG00000112343.10,2294.031145,-1.963987265,0.204187829,-9.618532457,6.68E-22,1.59E-19,ENSG00000112343,ENSG00000112343.10,10475,TRIM38,protein_coding,6,25962802,25991231,699.5684871,980.4172452,3325.793237,3365.691051,3098.685703,456,378,4623,4931,6377
79,ENSG00000171365.15,8396.406931,1.655150223,0.172270494,9.607856715,7.41E-22,1.74E-19,ENSG00000171365,ENSG00000171365.15,1184,CLCN5,protein_coding,X,49922596,50099235,15752.56409,12683.17547,4547.337022,4632.517778,4366.44029,10268,4890,6321,6787,8986
80,ENSG00000140538.16,509.2440446,-2.215091177,0.230607186,-9.605473351,7.58E-22,1.76E-19,ENSG00000140538,ENSG00000140538.16,4916,NTRK3,protein_coding,15,87859751,88256768,145.7434348,176.3713563,717.9627191,815.6562169,690.4864959,95,68,998,1195,1421
81,ENSG00000260804.3,613.4708627,2.267059718,0.236296098,9.594147912,8.46E-22,1.94E-19,ENSG00000260804,ENSG00000260804.3,150967,LINC01963,lncRNA,2,216217045,216220192,1256.461822,1081.571405,284.1636013,192.481216,252.6762687,819,417,395,282,520
82,ENSG00000154783.11,340.2131027,-2.368793756,0.247320178,-9.577842666,9.91E-22,2.22E-19,ENSG00000154783,ENSG00000154783.11,152273,FGD5,protein_coding,3,14810853,14934571,98.18505083,95.96676738,524.4437097,509.1878978,473.282088,64,37,729,746,974
83,ENSG00000186469.8,2978.901436,-1.773911233,0.185195201,-9.578602618,9.84E-22,2.22E-19,ENSG00000186469,ENSG00000186469.8,54331,GNG2,protein_coding,14,51826195,51979342,1110.718387,1322.785172,4274.683845,4459.830729,3726.489048,724,510,5942,6534,7669
84,ENSG00000130768.14,1038.652016,2.038720364,0.214415342,9.508276551,1.94E-21,4.25E-19,ENSG00000130768,ENSG00000130768.14,27293,SMPDL3B,protein_coding,1,27935000,27959157,1822.560006,1981.584062,558.9749827,408.8519447,421.2890865,1188,764,777,599,867
85,ENSG00000005471.15,1538.772219,3.095956444,0.325653351,9.506908001,1.96E-21,4.25E-19,ENSG00000005471,ENSG00000005471.15,5244,ABCB4,protein_coding,7,87401696,87480435,4007.177387,2536.635095,453.9423605,461.4088725,234.6973804,2612,978,631,676,483
86,ENSG00000080644.15,479.3322803,-2.649126845,0.278661397,-9.506615823,1.97E-21,4.25E-19,ENSG00000080644,ENSG00000080644.15,1136,CHRNA3,protein_coding,15,78593052,78621295,82.84363664,153.0280885,729.4731435,729.6539714,701.6625616,54,59,1014,1069,1444
87,ENSG00000155090.14,1592.131671,-1.906477762,0.201834491,-9.445748088,3.53E-21,7.53E-19,ENSG00000155090,ENSG00000155090.14,7071,KLF10,protein_coding,8,102648784,102655725,685.7612144,510.9581939,2220.792499,2136.404987,2406.74146,447,197,3087,3130,4953
88,ENSG00000152137.6,2757.347028,-1.912968325,0.202854595,-9.430243987,4.09E-21,8.64E-19,ENSG00000152137,ENSG00000152137.6,26353,HSPB8,protein_coding,12,119171555,119224855,1208.903438,858.5135136,3914.263682,3755.431385,4049.623122,788,331,5441,5502,8334
89,ENSG00000245060.6,488.4695085,-2.141494966,0.228453316,-9.373884342,6.99E-21,1.46E-18,ENSG00000245060,ENSG00000245060.6,729678,LINC00847,lncRNA,5,180830326,180839742,148.8117177,173.7776599,672.6404232,776.0678817,671.0498598,97,67,935,1137,1381
90,ENSG00000143147.14,4896.38173,1.40239699,0.149698075,9.368169859,7.38E-21,1.52E-18,ENSG00000143147,ENSG00000143147.14,23432,GPR161,protein_coding,1,168079543,168137667,7850.201642,7768.120765,3013.572976,3024.412299,2825.600967,5117,2995,4189,4431,5815
91,ENSG00000163328.13,1527.909383,2.419173344,0.259313743,9.329136658,1.07E-20,2.18E-18,ENSG00000163328,ENSG00000163328.13,151556,GPR155,protein_coding,2,174431571,174487094,3370.508698,2596.290112,425.1662996,537.1727554,710.4090478,2197,1001,591,787,1462
92,ENSG00000050438.16,4031.059724,2.314300178,0.248155754,9.325998468,1.10E-20,2.22E-18,ENSG00000050438,ENSG00000050438.16,9498,SLC4A8,protein_coding,12,51391317,51515763,8948.646898,6536.114968,1656.062304,1180.141924,1834.332528,5833,2520,2302,1729,3775
93,ENSG00000169282.17,446.6493663,-2.208917887,0.237563819,-9.298208345,1.43E-20,2.85E-18,ENSG00000169282,ENSG00000169282.17,7881,KCNAB1,protein_coding,3,156037701,156539138,156.4824248,121.9037315,698.538878,651.842416,604.4793813,102,47,971,955,1244
94,ENSG00000008196.12,5630.758627,2.140056529,0.231067384,9.261612312,2.01E-20,3.98E-18,ENSG00000008196,ENSG00000008196.12,7021,TFAP2B,protein_coding,6,50818723,50847619,12945.0853,8058.614764,2266.114795,2401.919855,2482.058424,8438,3107,3150,3519,5108
95,ENSG00000077942.18,22940.53445,1.947518902,0.210311409,9.260167612,2.04E-20,3.99E-18,ENSG00000077942,ENSG00000077942.18,2192,FBLN1,protein_coding,22,45502238,45601135,42814.81873,39771.74084,10157.94949,8895.771946,13062.39126,27908,15334,14120,13033,26882
96,ENSG00000148798.10,1448.554366,-2.133780268,0.231511259,-9.216745131,3.06E-20,5.93E-18,ENSG00000148798,ENSG00000148798.10,9118,INA,protein_coding,10,103277138,103290346,517.0056583,435.7409979,2423.663728,1669.535654,2196.82579,337,168,3369,2446,4521
